text,intent
I want to checker if my title is approve . Involve whatever perhaps severe stage .,claim_status
when personify a bounty due ?,premium_due
tell me the condition of your policy ?,policy_status
Change registered email,change_email
how can i renew a policy?,renew_policy
where can i get a policy document?,download_policy
I need to get it on the current status of my indemnity policy . Investment responsibility box bag stay .,policy_status
What cost the status of my policy ?,policy_status
How can I alter my calculator address ? retentiveness social name humans .,update_address
i moved lately and need to update my address,update_address
Has my insurance claim been processed? Care social deal.,claim_status
Can I switch my contact info ? leisurely pass for certain short .,update_contact
how can i make a claim ?,file_claim
Connect me to a customer representative . material husband almost subsequently crime wellness .,agent_contact
i want to check if my application is approved,claim_status
i need a copy of my insurance,download_policy
How arrange I renew my insurance ?,renew_policy
I want to update my phone number . Six animal careen .,update_contact
I need to regenerate my insurance plan . Whom value choose think simply .,renew_policy
make sure you connect me with a customer support representative,agent_contact
delight facilitate me register a title application,file_claim
How can I change my address? Reality message north various.,update_address
when is my premium due?,premium_due
how do i know that my policy is in effect ?,policy_status
"I impress recently , need to update address .",update_address
can you help me with the reclamation of my policy ?,renew_policy
mail me a copy of my insurance policy . player single path sometimes relate .,download_policy
What 's the condition of my title ?,claim_status
Confirm defrayal for last agiotage .,payment_status
I'd like tax benefit proof please,tax_certificate
How can I download my insurance insurance document ?,download_policy
Connect me to a customer illustration .,agent_contact
i need to renew my indemnity insurance,renew_policy
Can you tell me if my policy is active?,policy_status
how do i submit claims?,file_claim
Bring back the insurance plan I missed,reinstatement_query
Can you help me with policy replacement ? Him customer all send garden .,renew_policy
I desire to know the imputable date for my exchange premium . theater director fact choose economic .,premium_due
I necessitate to stop the insurance plan before maturity,surrender_policy
have my claims been processed ?,claim_status
i want to check that my claim make be approved,claim_status
I ask to update my earphone number .,update_contact
I want to register a complaint,register_complaint
Can I revive my lapsed insurance policy ?,reinstatement_query
Washington my payment successful ? Ability clear enough star .,payment_status
i need help registering my insurance claim,file_claim
make up loan adroitness usable on this plan ?,loan_against_policy
how do i charge a claim ?,file_claim
How can I exchange my destination ?,update_address
How serve I reincarnate my policy ?,renew_policy
Let me verbalize to an insurance factor .,agent_contact
one require to regenerate my insurance plan,renew_policy
Tell me my next premium engagement .,premium_due
